Date,Open,High,Low,Close,Adj Close,Volume
2022-01-03,144.000000,144.789993,143.009995,144.649994,142.948257,6902200
2022-01-04,144.039993,145.139999,141.759995,142.000000,140.329422,11310000
2022-01-05,142.850006,145.949997,142.740005,143.919998,142.226837,11806000
2022-01-06,143.619995,144.639999,142.399994,143.520004,141.831558,7276300
2022-01-07,143.500000,145.360001,142.960007,144.889999,143.185425,6574500
2022-01-10,145.440002,145.589996,143.119995,144.610001,142.908722,7577200
2022-01-11,144.210007,144.619995,143.179993,144.199997,142.503540,7222900
2022-01-12,143.679993,143.960007,143.000000,143.440002,141.752487,6315600
2022-01-13,143.429993,145.679993,143.110001,145.470001,143.758606,8084200
2022-01-14,144.220001,146.630005,144.220001,145.059998,143.353424,8955800
2022-01-18,144.410004,144.699997,142.130005,142.520004,140.843323,7041300
2022-01-19,142.539993,144.990005,141.919998,143.940002,142.246597,7558000
2022-01-20,142.350006,144.460007,141.070007,141.220001,139.558609,7462400
2022-01-21,141.220001,142.259995,140.059998,140.190002,138.540726,9169400
2022-01-24,139.070007,140.529999,137.309998,140.199997,138.550598,9566400
2022-01-25,139.990005,140.369995,136.809998,137.149994,135.536484,9826500
2022-01-26,137.339996,138.789993,135.160004,135.750000,134.152954,8728500
2022-01-27,136.919998,139.080002,135.369995,135.839996,134.241898,9253000
2022-01-28,136.000000,137.570007,133.949997,137.520004,135.902130,8377300
2022-01-31,137.089996,140.039993,136.699997,139.809998,138.165176,6731200
2022-02-01,139.210007,141.149994,138.990005,140.910004,139.252258,6774400
2022-02-02,141.000000,141.639999,140.149994,140.850006,139.192963,6049900
2022-02-03,140.259995,141.990005,139.770004,140.990005,139.331314,6913700
2022-02-04,140.889999,141.000000,138.350006,139.330002,137.690842,7345500
2022-02-07,140.059998,140.070007,137.610001,137.960007,136.336960,6670100
2022-02-08,138.320007,139.240005,137.509995,137.990005,136.366608,6486300
2022-02-09,138.500000,138.789993,137.470001,137.690002,136.070145,7157900
2022-02-10,136.550003,137.009995,135.460007,136.080002,134.479080,9270200
2022-02-11,136.820007,137.179993,134.169998,135.330002,133.737900,7911100
2022-02-14,135.330002,135.960007,132.710007,133.949997,132.374130,9787800
2022-02-15,134.740005,135.669998,133.789993,134.369995,132.789200,7274800
2022-02-16,134.330002,134.880005,132.699997,133.529999,131.959076,9496900
2022-02-17,134.000000,139.470001,133.779999,138.880005,137.246124,17943800
2022-02-18,138.100006,139.589996,137.160004,137.990005,136.366608,10367800
2022-02-22,137.770004,138.240005,135.940002,136.449997,134.844727,8460300
2022-02-23,136.860001,137.190002,134.839996,135.050003,133.461197,7010300
2022-02-24,133.910004,135.009995,132.009995,134.529999,132.947311,10572500
2022-02-25,134.809998,136.779999,134.089996,136.380005,134.775543,8332600
2022-02-28,135.000000,136.070007,133.770004,135.160004,133.569901,8762200
2022-03-01,135.869995,137.889999,135.020004,135.990005,134.390137,8008300
2022-03-02,135.660004,136.830002,135.179993,136.160004,134.558151,7954600
2022-03-03,137.289993,140.470001,136.550003,139.289993,137.651306,9961700
2022-03-04,137.809998,142.940002,137.589996,142.820007,141.139786,11858800
2022-03-07,141.300003,143.630005,140.449997,141.669998,140.003311,15290000
2022-03-08,141.500000,142.460007,138.580002,138.740005,137.107788,9435200
2022-03-09,140.000000,140.240005,138.139999,139.460007,137.819305,7374300
2022-03-10,139.490005,143.000000,139.009995,142.630005,140.952026,9170900
